ICD9CMCode,TotalDiag,dx0,dx1,dx2,dx3,dx4,dx5,dx6,dx7,dx8,dx9,dx10,dx11,dx12,dx13,dx14,dx15,dx16,dx17,dx18,dx19,dx20,dx21,dx22,dx23,dx24
377.23,4,,,,,,,2,,1,1,,,,,,,,,,,,,,,
377.24,13,2,1,2,2,,,,1,,,,,1,,,,,,1,,1,1,,1,
377.30,534,163,155,65,42,21,23,17,12,9,6,8,6,1,3,,2,,,,,1,,,,
377.31,15,2,2,4,,2,2,1,1,,1,,,,,,,,,,,,,,,
377.32,30,20,3,2,3,,,,,,2,,,,,,,,,,,,,,,
377.34,3,1,,,,,,,1,,,,,,,,1,,,,,,,,,
377.39,272,29,61,29,28,19,22,17,16,16,12,8,4,4,1,3,,,1,,,,1,,1,
377.41,174,19,3,1,7,6,5,6,12,4,12,7,12,8,15,9,8,6,5,6,4,6,3,4,4,2
377.42,4,,,,1,,,1,,,1,,,,,,1,,,,,,,,,
377.43,165,1,2,15,4,18,16,12,7,12,11,6,7,11,7,7,6,5,5,3,5,1,,1,2,1
377.49,157,5,12,21,8,15,10,12,10,12,7,6,5,4,8,4,4,2,3,2,5,,1,1,,
377.51,53,1,24,6,8,3,3,4,2,1,,,1,,,,,,,,,,,,,
377.52,7,,3,1,1,,1,1,,,,,,,,,,,,,,,,,,
377.54,3,,1,1,,,,,1,,,,,,,,,,,,,,,,,
377.61,2,,1,,,,1,,,,,,,,,,,,,,,,,,,
377.63,1,,,,,,,1,,,,,,,,,,,,,,,,,,
377.72,1,,,,,,,1,,,,,,,,,,,,,,,,,,
377.73,6,,1,2,,1,,2,,,,,,,,,,,,,,,,,,
377.75,520,1,33,89,100,56,45,28,27,21,21,10,16,12,8,8,8,7,6,7,2,4,2,1,5,3
377.9,62,,4,7,5,2,2,7,4,3,4,3,3,4,2,3,2,,1,1,,,3,1,,1
378.00,419,6,14,23,34,40,35,36,36,26,28,27,18,14,20,10,7,12,5,7,6,5,3,5,1,1
378.01,13,1,,,,,3,2,,1,1,,1,2,1,1,,,,,,,,,,
378.02,1,,,,,,,,,1,,,,,,,,,,,,,,,,
378.05,4,,,,,,1,,,,1,,,,,1,,,,1,,,,,,
378.06,1,,,,,1,,,,,,,,,,,,,,,,,,,,
378.07,1,,,,,,,,,,,,,,1,,,,,,,,,,,
378.10,316,3,7,13,23,17,29,16,28,13,15,14,18,18,10,9,14,9,12,11,10,7,9,3,3,5
378.11,14,,,,2,2,4,3,,2,,,,,,,,,,1,,,,,,
378.13,1,,,,,,,,,,,,,,,,1,,,,,,,,,
378.15,27,1,2,,1,2,2,2,,,2,2,2,4,,1,1,1,1,,3,,,,,
378.17,4,,,,,,1,,,,1,,,,,,1,,1,,,,,,,
378.18,1,,,,,,,1,,,,,,,,,,,,,,,,,,
378.20,94,,4,8,5,7,17,5,4,5,2,8,2,4,3,,2,4,4,2,2,2,,1,1,2
378.21,1,,,,,1,,,,,,,,,,,,,,,,,,,,
378.22,10,,,1,1,,,,,,,,2,1,,,,,1,,2,1,,1,,
378.23,3,1,,,,1,,,,1,,,,,,,,,,,,,,,,
378.24,14,,2,2,,,1,1,2,1,,3,1,,,,,,,,,,,,1,
378.30,16,,,6,2,2,1,2,1,1,,,,1,,,,,,,,,,,,
378.31,73,,,3,5,3,7,5,3,8,1,8,2,2,5,4,2,6,2,1,,,1,4,,1
378.32,27,,,,2,1,,1,1,1,2,5,1,2,,3,2,3,,1,2,,,,,
378.34,1,,,,,,,1,,,,,,,,,,,,,,,,,,
378.35,38,,,1,8,5,2,5,5,1,1,3,2,1,1,1,1,,,,1,,,,,
378.40,16,,1,1,1,2,2,,2,,,,1,,,4,,,,,1,,,,1,
378.41,14,,,1,,4,2,1,1,,3,1,,,1,,,,,,,,,,,
378.42,37,1,1,2,1,5,3,2,1,5,4,1,,2,,,1,1,3,1,1,1,1,,,
378.50,4,,,,,,,,,3,,,1,,,,,,,,,,,,,
378.51,692,88,116,129,113,52,32,28,17,11,15,17,10,10,8,13,4,2,5,3,3,5,3,1,5,2
378.52,163,17,28,29,22,20,8,3,2,3,2,3,5,2,3,,4,1,3,,3,3,,2,,
378.53,155,12,23,43,23,11,5,9,6,1,4,4,1,2,3,2,,,1,,1,2,1,,,1
378.54,920,76,146,186,124,104,54,40,27,22,26,11,19,13,15,11,10,5,8,3,5,2,4,4,3,2
378.55,164,16,14,17,24,13,10,13,8,6,9,4,5,3,2,3,1,6,1,1,1,,1,1,3,2
378.56,16,1,1,,,1,,,1,1,1,1,1,,,2,1,,,1,,,1,,2,1
378.60,1,,,,,,1,,,,,,,,,,,,,,,,,,,
378.61,3,,,1,,,,,1,,,,1,,,,,,,,,,,,,
378.62,2,,,,,1,,,,1,,,,,,,,,,,,,,,,
378.63,1,,1,,,,,,,,,,,,,,,,,,,,,,,
378.71,45,,5,3,5,5,8,2,2,2,1,2,1,1,2,1,1,,,1,1,2,,,,
378.72,2,,,,,,,,,1,1,,,,,,,,,,,,,,,
378.73,16,,1,1,1,3,1,2,,,3,1,,,,1,1,,,,,,1,,,
378.81,203,7,1,6,15,9,22,8,10,17,9,17,3,11,14,4,10,10,5,6,4,3,5,3,3,1
378.83,179,,,1,1,3,6,4,2,9,7,10,6,21,9,9,17,16,11,13,7,6,5,7,5,4
378.84,3,,1,,,,,,,,,,,,1,,,,1,,,,,,,
378.85,1,,,,,,,,,,,,1,,,,,,,,,,,,,
378.86,115,8,6,9,15,8,10,3,7,8,6,9,7,1,2,2,6,1,2,1,,1,1,,,2
378.87,315,4,6,10,6,13,12,12,10,17,14,18,18,21,20,19,14,15,15,18,10,9,11,7,8,8
378.9,655,8,16,42,42,51,40,53,53,48,52,36,32,28,29,18,15,17,15,13,11,6,12,8,5,5
379.00,87,5,5,1,8,4,7,10,8,3,3,2,5,3,4,5,3,1,3,1,1,,1,1,2,1
379.02,3,,,,,,1,1,,,,,,,,,,1,,,,,,,,
379.03,7,3,,,1,,1,,,,2,,,,,,,,,,,,,,,
379.04,2,1,,,,,,,,,,,,,,,,,,1,,,,,,
379.05,1,,,,,,,,,,,1,,,,,,,,,,,,,,
379.06,1,,,,,,,,,,,,,,,,,,,,,,1,,,
379.07,6,3,,,,,,,1,,,1,,,,,,1,,,,,,,,
379.09,36,9,,1,4,2,,,2,5,1,4,2,,1,,3,,,1,1,,,,,
379.11,6,,,,,,,,,1,,2,,,,1,1,1,,,,,,,,
379.12,1,,,,,,,,,,1,,,,,,,,,,,,,,,
379.14,1,,,,,,1,,,,,,,,,,,,,,,,,,,
379.16,6,,1,1,,,,1,,,,,,1,,1,,,,,,,1,,,
379.19,22,,1,2,3,1,1,,4,,1,,,2,,,1,1,1,,,,,3,,1
379.21,481,,44,25,35,44,41,32,28,28,21,12,21,15,12,15,19,9,11,17,10,11,11,8,7,5
379.22,53,,1,2,7,1,1,5,1,1,2,2,6,1,2,1,2,2,2,3,1,2,2,4,1,1
379.23,520,32,28,32,33,37,33,19,28,26,27,12,16,19,14,16,12,17,21,14,14,23,10,14,12,11
379.24,248,1,26,13,22,24,27,22,10,8,10,12,11,11,5,1,7,5,7,4,4,2,6,2,7,1
379.25,9,,,,,1,,,,3,,,,1,2,,,,,,,,,1,,1
379.26,5,,1,2,,2,,,,,,,,,,,,,,,,,,,,
379.27,12,,1,,,,,,,,1,,2,1,,,,,,1,3,,,1,1,1
379.29,42,2,2,3,4,3,2,3,2,5,2,1,3,1,,1,1,1,,,1,1,,3,1,
379.31,72,3,1,2,4,2,2,6,7,4,2,4,3,5,6,3,3,3,2,2,2,2,1,1,1,1
379.32,25,6,,7,1,2,1,1,1,,,1,,1,1,,,1,1,,,,1,,,
379.33,4,,,,,2,,1,,,,,1,,,,,,,,,,,,,
379.34,2,,,,1,,,,,,,,,,,,,,,,,,1,,,
379.39,4,,,,1,,,,,,1,1,,,,,,,,,,,,,,1
379.40,5,1,,1,,,,1,,,,,,1,,,,,,,1,,,,,
379.41,485,5,16,13,21,30,22,28,28,22,30,22,23,31,22,25,28,23,16,23,13,11,10,7,8,8
379.42,61,1,2,3,3,4,2,2,2,1,7,4,3,4,1,5,4,4,2,2,3,,1,,,1
379.43,257,3,6,10,14,11,20,21,7,16,15,21,12,13,10,12,12,10,8,4,10,4,4,5,6,3
379.46,13,,,1,2,,2,,1,1,,2,1,,,,,,,,,1,1,1,,
379.49,20,1,,1,,1,1,1,1,,1,3,3,1,,,1,2,,,,1,1,,1,
379.50,1030,11,47,47,75,69,75,80,80,82,71,62,56,40,36,36,27,26,32,25,12,10,11,12,4,4
379.51,95,2,3,11,10,9,6,8,8,4,4,5,6,4,4,3,2,1,4,1,,,,,,
379.52,5,,,,,,1,,1,,1,,1,,,,,,,,1,,,,,
379.53,9,,,,1,,,,,1,3,1,1,1,1,,,,,,,,,,,
379.54,11,1,3,1,1,,1,,,,1,,,2,1,,,,,,,,,,,
379.55,2,,,,,,,,,,,,,,1,,1,,,,,,,,,
379.56,270,6,19,23,16,20,14,15,25,17,15,13,14,12,16,4,2,3,10,5,7,4,3,1,4,2
379.57,5,,,,,,,,1,,,,,,,1,,,,2,,,,1,,
379.58,1,,,,,,1,,,,,,,,,,,,,,,,,,,
379.59,35,6,3,2,3,2,2,,5,4,,,2,1,2,1,1,,,,,1,,,,
379.60,4,1,1,1,,,,,1,,,,,,,,,,,,,,,,,
379.63,2,1,,,1,,,,,,,,,,,,,,,,,,,,,
379.8,120,4,5,10,12,8,9,11,9,7,7,4,7,2,6,4,2,,4,2,3,1,,1,1,1
379.90,148,2,5,6,7,9,5,9,3,13,12,8,6,5,10,6,8,3,10,3,5,2,5,1,3,2
379.91,621,11,25,47,46,59,51,55,40,36,37,36,28,27,19,19,9,23,11,9,6,9,5,4,6,3
379.92,346,7,35,40,37,25,23,21,24,23,21,19,10,4,6,10,9,9,5,1,5,2,4,3,1,2
379.93,732,2,77,100,74,66,47,39,40,34,31,36,25,18,19,23,14,19,8,14,11,9,10,7,5,4
379.99,133,1,9,6,12,12,5,13,11,8,6,3,8,6,6,5,5,3,3,1,3,2,,2,3,
380.00,40,12,1,3,3,3,,,5,3,1,1,2,,,1,1,1,1,1,1,,,,,
380.01,13,8,1,2,,,2,,,,,,,,,,,,,,,,,,,
380.02,1,,,,,,,,,,,1,,,,,,,,,,,,,,
380.03,34,12,4,4,1,4,3,1,,,,,2,,,1,1,,,,1,,,,,
380.10,1548,293,104,136,130,112,131,95,83,72,58,56,37,34,37,23,30,20,21,12,18,8,9,13,9,7
380.11,10,2,1,2,,1,1,,,,1,,1,,,1,,,,,,,,,,
380.12,12,2,1,1,1,,2,1,,2,,,,,1,,,,1,,,,,,,
380.13,14,,1,1,1,5,,1,,1,,1,,,,1,1,,1,,,,,,,
380.14,115,61,15,5,6,6,1,7,1,5,3,1,1,1,1,,,,,,,,1,,,
380.15,18,,1,,,3,,1,2,1,2,1,1,2,,1,2,,1,,,,,,,
380.16,14,3,,1,1,1,2,,1,1,,,1,,,,,2,,,,,1,,,
380.21,18,3,,3,2,,2,,2,1,,1,,,,,,,,1,,1,,1,1,
380.22,51,8,2,5,4,2,3,2,5,4,4,,2,1,1,1,1,2,1,,,1,1,,,1
380.23,68,5,3,3,2,1,10,5,4,4,7,4,3,2,2,,1,4,,1,2,2,1,,2,
380.31,4,1,,,3,,,,,,,,,,,,,,,,,,,,,
380.32,16,3,2,3,1,,,,1,1,1,,,1,,,,,,2,,,,,,1
380.39,6,,1,1,2,,,,,1,,,1,,,,,,,,,,,,,
380.4,1359,7,70,65,123,107,90,94,98,71,64,68,66,58,55,49,45,39,34,32,27,40,11,21,13,12
380.50,17,,1,3,,2,2,1,1,,,1,1,1,1,2,1,,,,,,,,,
380.51,1,,,,,,,,,,,,,,,1,,,,,,,,,,
380.52,1,1,,,,,,,,,,,,,,,,,,,,,,,,
380.53,2,,2,,,,,,,,,,,,,,,,,,,,,,,
380.81,18,2,,2,6,,,1,1,,1,2,1,1,,,,,,,1,,,,,
380.89,22,1,8,,2,3,4,,1,1,1,,,,1,,,,,,,,,,,
380.9,4,,1,1,,1,,,,,,,,,,,,1,,,,,,,,
381.00,142,19,15,25,27,19,12,5,5,5,2,,1,1,,1,,,,,1,2,,,1,1
381.01,50,5,6,10,5,2,4,3,1,1,1,1,1,,4,,1,1,1,2,1,,,,,
381.02,24,6,6,2,5,1,1,,1,,,,1,,1,,,,,,,,,,,
381.03,15,1,2,2,5,1,,2,1,,1,,,,,,,,,,,,,,,
381.04,1,,,,,,,,1,,,,,,,,,,,,,,,,,
381.10,118,11,37,16,8,7,8,6,1,3,6,,1,5,1,2,2,,,1,1,1,,,1,
381.20,75,1,33,14,6,3,5,3,,1,3,1,,1,1,,1,1,,,,,1,,,
381.29,3,,1,,1,1,,,,,,,,,,,,,,,,,,,,
381.3,228,27,65,43,23,17,7,5,3,6,5,2,7,2,4,,3,2,2,3,1,1,,,,
381.4,353,19,57,60,42,42,24,21,15,11,10,7,10,8,1,5,4,3,4,1,3,3,,1,2,
381.50,1,,,1,,,,,,,,,,,,,,,,,,,,,,
381.52,1,,,,,,,,1,,,,,,,,,,,,,,,,,
381.60,7,,,,1,2,1,,,,1,,,,,,,,,1,,1,,,,
381.63,1,,1,,,,,,,,,,,,,,,,,,,,,,,
381.7,1,,,,,,,,,1,,,,,,,,,,,,,,,,
381.81,562,10,46,62,55,44,48,44,34,29,21,20,24,22,14,17,16,3,12,6,11,6,7,4,2,5
381.89,2,,,,,,,,,,,1,,,,,,,1,,,,,,,
381.9,5,1,,1,,1,,,,,1,,,,,,,,,,1,,,,,
382.00,169,29,27,33,33,11,15,5,5,2,2,1,,2,,1,,1,,1,1,,,,,
382.01,42,11,5,3,6,3,3,2,,1,1,3,1,1,,,2,,,,,,,,,
382.02,1,,1,,,,,,,,,,,,,,,,,,,,,,,
382.1,3,1,,,,,,,,,,2,,,,,,,,,,,,,,
382.2,2,,,,,1,,1,,,,,,,,,,,,,,,,,,
382.3,43,5,3,6,3,5,1,2,,1,1,2,1,6,3,1,,,,1,,1,,,,1
382.4,38,5,5,6,3,4,,3,2,,1,1,2,1,1,,1,1,1,,1,,,,,
382.9,5518,316,992,1010,786,538,396,289,216,176,137,113,101,79,62,51,41,37,34,30,22,17,21,26,13,15
383.00,393,192,74,23,24,23,9,8,12,7,2,6,4,1,1,1,1,,1,1,,1,1,1,,
383.01,36,24,6,2,1,1,1,,1,,,,,,,,,,,,,,,,,
383.02,35,17,3,3,2,4,3,1,,1,,,,,,,1,,,,,,,,,
383.1,328,29,16,19,27,16,19,23,20,25,22,15,11,16,14,7,5,7,7,8,8,5,1,4,1,3
383.20,12,4,,1,1,1,3,,,,,1,,,,,1,,,,,,,,,
383.21,1,,1,,,,,,,,,,,,,,,,,,,,,,,
383.22,2,,,,,,,,1,,,,,,1,,,,,,,,,,,
383.31,1,,,,,,,,,1,,,,,,,,,,,,,,,,
383.32,7,4,1,1,,1,,,,,,,,,,,,,,,,,,,,
383.33,1,,,,1,,,,,,,,,,,,,,,,,,,,,
383.89,7,1,,1,1,1,,,,,,,,,,,,1,2,,,,,,,
383.9,1017,122,32,61,76,67,55,59,54,55,50,45,30,36,30,33,31,32,28,30,15,23,15,16,13,9
384.00,3,,,1,,,,,1,,,,,,,1,,,,,,,,,,
384.01,8,,1,1,1,,2,1,1,,,,1,,,,,,,,,,,,,
384.09,1,,,,,,,,,,,,1,,,,,,,,,,,,,
384.1,5,,,,,,,,,1,1,1,1,,,1,,,,,,,,,,
384.20,224,11,6,17,21,15,20,12,16,12,7,15,10,11,6,6,6,14,2,4,1,1,3,2,4,2
384.21,6,,2,,,1,1,1,,,,,,,,,,,1,,,,,,,
384.22,1,1,,,,,,,,,,,,,,,,,,,,,,,,
384.23,1,,,,,1,,,,,,,,,,,,,,,,,,,,
384.24,1,,,,1,,,,,,,,,,,,,,,,,,,,,
384.25,2,,,1,,,,,1,,,,,,,,,,,,,,,,,
384.81,1,,1,,,,,,,,,,,,,,,,,,,,,,,
384.82,9,,,1,3,,1,,2,,,,2,,,,,,,,,,,,,
384.9,11,,,1,2,1,2,1,,,,,,3,1,,,,,,,,,,,
385.00,9,,,1,1,1,1,1,1,,1,,,,,1,1,,,,,,,,,
385.01,6,1,,,1,1,2,,,,1,,,,,,,,,,,,,,,
385.03,1,,1,,,,,,,,,,,,,,,,,,,,,,,
385.10,4,,,,,1,,,,,1,,,,,1,,,,,,,,1,,
385.21,1,,,,,,,,,,,1,,,,,,,,,,,,,,
385.22,2,,,,,,,,,,,,,,1,,,,,,,1,,,,
385.23,3,1,,,,1,,,1,,,,,,,,,,,,,,,,,
385.24,5,,,,1,,1,1,2,,,,,,,,,,,,,,,,,
385.30,83,12,5,6,10,5,8,7,3,3,3,1,3,1,3,1,2,2,1,1,1,2,,1,,2
385.31,12,6,,1,2,1,1,,,,,,,,1,,,,,,,,,,,
385.32,22,6,3,3,2,1,1,,,,,3,,,,,1,,,2,,,,,,
385.33,9,7,,,1,,,,,,,,,,,,,,,1,,,,,,
385.35,2,,,,,,,,,,,,1,,,1,,,,,,,,,,
385.82,4,1,,,2,1,,,,,,,,,,,,,,,,,,,,
385.83,3,,,,,,,,1,,,,,,,,1,,,,1,,,,,
385.89,266,3,24,32,26,32,27,12,14,20,9,15,13,6,4,4,4,7,3,2,1,3,1,1,2,1
385.9,15,,1,3,1,,1,3,1,,1,,1,,,1,,,,2,,,,,,
386.00,1238,81,44,51,105,105,87,91,104,91,76,57,60,56,46,34,29,31,22,15,15,12,9,10,2,5
386.01,3,2,,,,,,,,,,,,,,,1,,,,,,,,,
386.02,4,1,,,1,,1,,,,1,,,,,,,,,,,,,,,
386.03,11,6,,1,,2,1,,,,,,,,,,,,,1,,,,,,
386.04,14,,,1,1,,2,1,1,3,2,,,,2,,,,,1,,,,,,
386.10,294,141,13,15,8,7,23,15,16,11,6,5,3,9,1,2,1,4,4,2,2,4,1,1,,
386.11,3224,1026,107,163,162,161,157,157,160,162,141,125,103,91,97,71,63,52,49,41,33,28,26,19,18,12
386.12,417,187,55,35,32,30,19,10,13,9,9,2,3,1,1,3,1,2,,,2,,2,,,1
386.19,120,54,4,10,8,2,3,5,7,4,3,1,2,3,3,4,1,,,,1,4,1,,,
386.2,115,25,7,12,13,4,6,6,7,7,3,8,4,1,2,2,1,1,,2,1,1,,1,,1
386.30,575,243,41,43,44,26,33,27,15,22,19,15,7,8,6,5,2,3,4,3,3,2,2,1,1,
386.35,83,49,7,10,2,1,1,2,2,,4,1,,1,1,1,1,,,,,,,,,
386.40,2,,,,,,1,,1,,,,,,,,,,,,,,,,,
386.41,1,,,1,,,,,,,,,,,,,,,,,,,,,,
386.43,26,17,4,1,2,1,1,,,,,,,,,,,,,,,,,,,
386.50,76,14,4,4,2,7,4,5,3,5,1,3,6,1,5,2,2,2,2,1,1,1,,1,,
386.53,1,,,,,,,,,,,,,,,,1,,,,,,,,,
386.56,1,,,,,,,,1,,,,,,,,,,,,,,,,,
386.58,11,4,2,1,,,,1,,,,2,,,,1,,,,,,,,,,
386.8,45,30,1,3,3,2,2,2,,,1,,,,,,,,,1,,,,,,
386.9,57,21,1,4,2,4,3,2,6,,3,2,1,,2,1,,,2,1,,1,,1,,
387.0,1,,,1,,,,,,,,,,,,,,,,,,,,,,
387.1,1,,,,,,,,1,,,,,,,,,,,,,,,,,
387.2,1,,,,,,,,,,,,,1,,,,,,,,,,,,
387.8,5,,,,,1,,1,,,,2,,,,,,,,1,,,,,,
387.9,62,5,2,2,2,5,3,3,3,2,5,7,6,,4,4,2,2,,,,1,,4,,
388.01,645,,1,6,11,25,34,30,65,47,50,45,41,36,43,46,29,30,22,19,22,14,7,8,6,8
388.02,3,,,,,,,1,,,1,,,,,,,,,,,,,,1,
388.10,1,,,,,,,1,,,,,,,,,,,,,,,,,,
388.11,1,,1,,,,,,,,,,,,,,,,,,,,,,,
388.12,19,,1,,1,1,2,,2,,2,2,,1,,3,1,1,,2,,,,,,
388.2,27,1,,2,1,1,1,1,2,3,1,1,1,1,2,1,1,,1,2,1,1,2,,,
388.30,2180,14,71,138,152,158,157,159,151,158,119,125,117,118,83,86,81,38,56,43,42,23,23,27,22,19
388.31,51,,,2,1,5,2,2,3,4,10,2,4,3,1,2,2,1,1,,,1,2,1,2,
388.32,30,,7,3,1,2,2,1,1,3,1,1,4,2,,,1,,1,,,,,,,
388.40,15,,,1,1,1,,,1,,,1,3,2,1,,,1,1,1,,1,,,,
388.41,1,,1,,,,,,,,,,,,,,,,,,,,,,,
388.42,24,,1,,2,1,4,3,1,,,6,2,,,2,,1,1,,,,,,,
388.43,4,,,,,,1,1,,,,1,1,,,,,,,,,,,,,
388.45,34,,2,2,4,2,10,3,4,2,,,,2,1,,1,,,1,,,,,,
388.5,49,4,3,2,4,3,4,3,4,1,5,7,2,,1,2,1,,1,,1,,,1,,
388.60,106,2,15,11,12,12,9,7,8,6,5,2,4,1,1,1,,1,4,1,2,,,,1,1
388.61,118,26,37,12,5,7,8,5,3,3,1,4,2,2,1,,,1,,1,,,,,,
388.69,160,5,21,16,15,9,21,9,6,8,7,3,6,5,1,3,1,2,3,6,2,2,2,5,1,1
388.70,847,9,29,58,48,67,67,60,62,53,55,45,43,35,34,39,18,18,18,14,21,14,15,10,8,7
388.71,21,,,3,3,,2,1,1,3,4,2,,,,,1,,1,,,,,,,
388.72,4,,,,,,,1,,2,,1,,,,,,,,,,,,,,
388.8,103,4,7,13,8,9,10,7,7,12,,3,6,4,2,1,2,2,2,2,1,,1,,,
388.9,35,2,1,2,4,4,1,1,2,3,2,3,1,1,2,,1,1,,,1,2,1,,,
389.00,388,2,28,31,46,36,34,35,26,17,21,14,14,11,12,10,9,9,3,5,4,4,6,4,2,5
389.01,1,,,,,,,,,1,,,,,,,,,,,,,,,,
389.02,3,,,1,1,1,,,,,,,,,,,,,,,,,,,,
389.03,19,,,1,4,3,1,1,1,1,,2,,1,,1,,,1,,,1,1,,,
389.04,2,,,,1,,1,,,,,,,,,,,,,,,,,,,
389.05,156,1,13,18,15,12,18,19,11,9,10,7,,5,2,2,2,1,1,1,2,2,1,,3,1
389.06,152,1,9,19,19,13,10,9,11,8,1,12,9,7,5,2,3,2,2,2,1,1,2,3,1,
389.08,3,,,,,,,1,,,1,,,,,,,,1,,,,,,,
389.10,2239,6,161,94,191,252,228,181,144,121,104,110,81,72,75,60,36,55,52,46,37,35,30,19,26,23
389.11,273,1,15,17,32,34,21,23,18,21,17,9,10,6,9,5,5,7,2,4,5,4,4,,,4
389.12,67,,2,7,4,5,10,3,7,4,7,4,2,2,1,1,2,2,2,1,,1,,,,
389.13,45,1,1,2,1,4,3,1,2,1,4,3,4,3,1,2,2,2,1,1,1,,3,1,,1
389.14,23,,2,2,4,2,2,2,1,1,2,1,,2,,,,1,1,,,,,,,
389.15,405,3,11,31,26,28,27,20,22,20,23,26,11,18,21,13,17,12,15,4,12,8,12,6,13,6
389.16,464,,2,14,18,22,23,24,24,26,32,24,39,21,17,24,27,22,20,14,12,23,9,12,6,9
389.17,130,,3,1,2,14,14,7,9,7,11,7,6,7,5,6,5,3,4,2,4,6,1,3,,3
389.18,2033,32,131,105,155,240,170,164,122,113,90,76,73,67,70,55,50,49,59,43,37,34,31,34,16,17
389.20,318,,4,5,7,14,15,19,18,23,19,29,12,29,17,14,15,12,9,12,15,9,8,3,6,4
389.21,120,2,1,1,9,6,4,8,4,8,8,14,8,2,8,7,8,3,5,3,1,3,2,2,1,2
389.22,305,2,4,9,5,16,20,14,14,16,20,20,19,22,12,11,18,14,15,10,13,9,8,6,3,5
389.7,793,2,45,75,75,81,62,63,70,35,45,39,32,28,26,20,22,11,14,16,5,10,4,5,3,5
389.8,583,2,23,33,30,43,59,45,46,44,33,43,34,23,24,13,15,17,11,8,7,10,5,5,4,6
389.9,32617,13,443,701,1177,1515,1808,2145,2231,2295,2255,2212,2100,2013,1837,1655,1398,1263,1163,944,832,695,616,531,435,340
390.,100,23,1,4,8,8,7,7,5,3,3,3,7,4,2,2,1,4,3,2,1,,,2,,
391.0,11,7,,1,,1,,1,1,,,,,,,,,,,,,,,,,
391.1,58,8,2,2,7,5,3,3,4,4,3,6,3,,2,2,,1,2,,,1,,,,
391.2,7,3,3,,,,1,,,,,,,,,,,,,,,,,,,
391.8,26,9,6,1,2,,3,1,1,,,,1,,,1,,,,,1,,,,,
391.9,5,,1,,2,,,,,,1,1,,,,,,,,,,,,,,
392.0,3,1,,,,1,1,,,,,,,,,,,,,,,,,,,
392.9,11,3,2,4,1,,1,,,,,,,,,,,,,,,,,,,
393.,12,1,3,2,1,1,1,1,1,,1,,,,,,,,,,,,,,,
394.0,1267,135,24,44,58,59,69,62,75,75,58,70,60,62,73,56,44,41,44,27,27,37,25,19,11,12
394.1,146,45,7,6,4,9,12,7,13,4,4,2,5,4,2,5,3,3,3,2,2,1,,2,1,
394.2,385,101,11,16,24,25,30,28,16,12,13,11,16,16,7,13,6,7,6,6,5,8,5,1,1,1
394.9,432,7,1,9,20,22,26,28,28,28,25,19,27,24,20,30,23,17,13,14,12,19,7,4,5,4
395.0,36,14,1,,4,3,3,,1,3,1,2,1,,,,,,1,,,,1,,1,
395.1,20,2,2,1,1,3,,1,3,,1,,2,,,,1,,3,,,,,,,
395.2,21,9,1,1,1,,1,1,1,2,,,2,1,,,,,1,,,,,,,
395.9,5,,1,,,,,,1,,,1,,1,,,,1,,,,,,,,
396.0,932,180,27,23,58,75,62,63,58,41,46,43,37,36,25,24,30,14,15,16,18,11,9,6,9,6
396.1,254,36,6,14,21,20,21,16,13,15,5,8,12,6,9,6,8,4,7,4,2,4,4,6,4,3
396.2,4110,617,59,121,278,311,332,295,257,208,188,182,148,166,129,109,115,107,84,72,70,67,40,58,49,48
396.3,6753,340,177,225,407,570,561,509,441,375,367,319,277,303,230,246,219,181,190,182,130,125,111,84,105,79
396.8,1101,173,6,11,22,26,29,50,47,44,50,64,59,58,67,64,57,50,40,26,32,29,21,29,24,23
396.9,433,20,7,12,5,13,21,29,24,18,24,29,22,24,23,27,21,17,15,11,15,14,13,9,9,11
397.0,25376,99,435,589,1336,1861,2090,1829,1727,1605,1431,1355,1315,1214,1072,1066,993,883,825,697,641,615,527,431,391,349
397.1,14,,1,1,,1,1,1,,2,,,1,1,1,,,1,,,1,,1,,1,
397.9,22,,1,2,2,3,2,1,2,,,1,1,1,,,1,2,,1,1,,,,1,
398.0,1,1,,,,,,,,,,,,,,,,,,,,,,,,
398.90,562,6,17,33,37,40,38,46,44,41,35,36,27,27,18,16,19,19,18,7,9,7,6,2,7,7
398.91,436,102,78,90,52,33,23,14,10,3,4,6,5,5,4,4,,2,,1,,,,,,
398.99,6,,,1,1,,,,,1,1,,1,,,,,,,1,,,,,,
401.0,20258,2407,7275,4217,2385,1286,826,597,361,286,185,152,83,58,31,39,16,17,11,4,6,6,2,4,3,1
401.1,23977,38,925,2154,2690,2821,2508,2204,2056,1646,1424,1190,970,766,609,466,357,299,217,191,137,86,95,60,42,26
401.9,741750,2463,33506,80800,96892,90559,79337,69566,58556,48685,40087,32386,25778,20174,15568,11834,8994,6939,5314,4049,2997,2279,1764,1408,1048,767
402.00,973,177,329,202,117,47,33,22,7,9,4,8,3,3,2,5,2,1,,2,,,,,,
402.01,983,362,116,127,129,51,50,46,25,25,19,13,7,4,5,1,1,,1,,,,,,,1
402.10,516,5,85,119,55,39,41,34,25,17,20,20,10,9,4,9,8,2,6,2,3,,1,,2,
402.11,443,63,21,21,30,36,36,38,33,28,26,19,16,13,6,7,15,8,7,4,4,4,2,6,,
402.90,10063,153,1521,2316,1277,765,741,594,512,421,337,273,214,169,155,126,101,81,76,71,40,43,23,23,13,18
