ICD9CMCode,TotalDiag,dx0,dx1,dx2,dx3,dx4,dx5,dx6,dx7,dx8,dx9,dx10,dx11,dx12,dx13,dx14,dx15,dx16,dx17,dx18,dx19,dx20,dx21,dx22,dx23,dx24
669.21,159,7,101,38,10,1,,,,,1,,,,,,,1,,,,,,,,
669.22,142,4,65,46,9,4,2,4,2,3,2,,,1,,,,,,,,,,,,
669.23,42,9,10,9,4,3,2,2,1,,,,1,1,,,,,,,,,,,,
669.24,12,,6,3,2,,,,,,,,,,,1,,,,,,,,,,
669.32,121,,47,34,13,11,5,4,1,2,,,,,1,,,1,,,,1,1,,,
669.34,41,9,12,8,2,2,2,1,,2,1,,1,,,,,,1,,,,,,,
669.40,1,,,,1,,,,,,,,,,,,,,,,,,,,,
669.41,197,15,31,20,22,19,13,17,11,11,3,7,8,4,4,4,3,1,1,3,,,,,,
669.42,358,2,19,47,50,36,26,34,23,23,19,12,10,17,8,12,3,3,4,2,1,2,1,2,1,1
669.43,5,1,1,,1,,1,1,,,,,,,,,,,,,,,,,,
669.44,48,27,,4,4,1,2,4,,1,1,3,1,,,,,,,,,,,,,
669.51,2252,991,274,376,242,136,87,57,25,21,18,7,7,3,2,5,,,1,,,,,,,
669.60,1,,1,,,,,,,,,,,,,,,,,,,,,,,
669.61,29,12,4,4,3,,2,3,1,,,,,,,,,,,,,,,,,
669.70,1,1,,,,,,,,,,,,,,,,,,,,,,,,
669.71,923,748,33,58,31,24,8,8,4,5,2,1,,1,,,,,,,,,,,,
669.81,4993,1181,403,957,772,565,357,254,154,105,68,62,39,24,20,9,9,7,3,2,,2,,,,
669.82,1798,78,141,306,306,268,196,157,118,66,58,30,20,20,11,9,7,5,1,1,,,,,,
669.83,18,9,,,3,1,2,1,1,,1,,,,,,,,,,,,,,,
669.84,12,4,1,,4,1,,,,,1,1,,,,,,,,,,,,,,
669.91,22,16,2,,,3,1,,,,,,,,,,,,,,,,,,,
669.92,1,,1,,,,,,,,,,,,,,,,,,,,,,,
669.93,2,2,,,,,,,,,,,,,,,,,,,,,,,,
670.02,9,1,6,1,1,,,,,,,,,,,,,,,,,,,,,
670.04,16,10,3,2,,,,,,,1,,,,,,,,,,,,,,,
670.12,1203,33,565,240,148,112,32,31,15,5,6,7,,3,2,1,2,,,,,1,,,,
670.14,659,460,136,31,10,8,3,3,1,3,1,,1,1,1,,,,,,,,,,,
670.22,174,12,84,44,15,8,4,,1,,2,,,,1,,,,,,1,1,,,1,
670.24,322,268,36,8,2,1,,,2,1,,,2,1,,,,1,,,,,,,,
670.32,10,,3,5,1,,,1,,,,,,,,,,,,,,,,,,
670.34,15,9,4,,,,,,,,,1,1,,,,,,,,,,,,,
670.82,70,2,45,13,4,2,2,,1,,,1,,,,,,,,,,,,,,
670.84,135,75,25,12,9,,2,5,3,,2,,,1,1,,,,,,,,,,,
671.01,590,37,42,89,86,90,69,53,42,25,18,13,7,7,4,3,1,,1,1,1,1,,,,
671.02,12,,,2,,4,1,1,2,1,,,,,,,,,,,,,,,1,
671.03,17,1,1,3,1,5,2,,3,,,,,1,,,,,,,,,,,,
671.04,5,1,,1,,,,,1,1,1,,,,,,,,,,,,,,,
671.11,305,48,23,41,56,33,29,21,18,8,9,8,5,2,3,,,1,,,,,,,,
671.12,3,,,,1,,1,1,,,,,,,,,,,,,,,,,,
671.13,8,,,,1,1,,3,1,,,1,,,,,,,1,,,,,,,
671.14,2,,,1,1,,,,,,,,,,,,,,,,,,,,,
671.21,52,3,17,12,7,4,2,3,4,,,,,,,,,,,,,,,,,
671.22,28,,9,4,7,4,4,,,,,,,,,,,,,,,,,,,
671.23,15,4,5,2,1,,,,1,1,,,,,,1,,,,,,,,,,
671.24,7,1,,1,1,2,,,1,1,,,,,,,,,,,,,,,,
671.30,1,,,,1,,,,,,,,,,,,,,,,,,,,,
671.31,95,21,59,7,4,,1,,1,,,,1,,,1,,,,,,,,,,
671.33,126,90,19,5,5,3,1,,,,1,,,1,1,,,,,,,,,,,
671.42,12,1,6,1,,1,,,,,1,,1,,,,,1,,,,,,,,
671.44,37,22,8,1,2,,1,1,,1,,,,,1,,,,,,,,,,,
671.51,18,6,6,2,,,,1,,1,,1,,,,,,,,,,1,,,,
671.52,6,,1,2,,,,,1,,,1,,,,,,,,1,,,,,,
671.53,13,5,1,1,2,1,,2,,,,1,,,,,,,,,,,,,,
671.54,17,14,,,,1,,,2,,,,,,,,,,,,,,,,,
671.81,1399,87,583,400,153,79,42,25,18,6,2,2,,,,2,,,,,,,,,,
671.82,247,6,109,77,28,10,7,5,1,,4,,,,,,,,,,,,,,,
671.83,70,19,11,14,10,4,3,5,,,1,1,,1,1,,,,,,,,,,,
671.84,31,6,9,8,1,5,,,1,1,,,,,,,,,,,,,,,,
671.91,1,1,,,,,,,,,,,,,,,,,,,,,,,,
671.92,1,,,1,,,,,,,,,,,,,,,,,,,,,,
671.93,1,,,1,,,,,,,,,,,,,,,,,,,,,,
671.94,1,,,,,,1,,,,,,,,,,,,,,,,,,,
672.02,853,22,497,138,79,47,35,12,6,6,4,1,1,2,1,1,,,,,,1,,,,
672.04,79,32,27,9,6,1,2,,,1,1,,,,,,,,,,,,,,,
673.01,1,,,,,,,,,,1,,,,,,,,,,,,,,,
673.02,2,,2,,,,,,,,,,,,,,,,,,,,,,,
673.03,3,1,,1,,1,,,,,,,,,,,,,,,,,,,,
673.11,10,1,2,3,2,1,,,,,,,1,,,,,,,,,,,,,
673.12,3,,1,1,1,,,,,,,,,,,,,,,,,,,,,
673.14,2,1,,,,,,,,,,,1,,,,,,,,,,,,,
673.21,30,10,17,2,1,,,,,,,,,,,,,,,,,,,,,
673.22,24,1,12,5,2,2,1,,1,,,,,,,,,,,,,,,,,
673.23,49,38,5,1,1,1,1,1,1,,,,,,,,,,,,,,,,,
673.24,59,43,6,5,3,,,1,,,,1,,,,,,,,,,,,,,
673.31,1,,,,,1,,,,,,,,,,,,,,,,,,,,
673.83,2,1,,1,,,,,,,,,,,,,,,,,,,,,,
673.84,5,3,2,,,,,,,,,,,,,,,,,,,,,,,
674.01,31,9,12,7,2,,,,,,,,,,,,1,,,,,,,,,
674.02,10,1,2,1,,,,,,1,,,,2,2,,,,,,,,1,,,
674.03,32,22,1,2,,,3,1,,,1,,,,,,,1,,,,,1,,,
674.04,50,37,5,,1,1,1,,,2,,2,,,1,,,,,,,,,,,
674.10,1,,,,1,,,,,,,,,,,,,,,,,,,,,
674.12,141,1,16,33,18,18,12,11,7,6,1,6,,5,4,2,,,,,1,,,,,
674.14,110,47,5,23,11,6,2,6,3,1,3,1,1,1,,,,,,,,,,,,
674.22,17,1,11,1,,2,2,,,,,,,,,,,,,,,,,,,
674.24,20,10,1,2,3,2,,2,,,,,,,,,,,,,,,,,,
674.32,826,7,174,136,92,74,76,69,44,44,32,14,12,13,10,9,3,4,5,2,2,,2,,1,1
674.34,474,375,10,31,14,14,11,4,3,1,2,1,2,1,1,,1,,2,,,,1,,,
674.42,1,,,,,,,1,,,,,,,,,,,,,,,,,,
674.50,2,,2,,,,,,,,,,,,,,,,,,,,,,,
674.51,47,8,16,12,3,1,1,2,1,,2,,,,1,,,,,,,,,,,
674.52,17,,6,4,,,5,,1,,1,,,,,,,,,,,,,,,
674.53,9,2,4,2,1,,,,,,,,,,,,,,,,,,,,,
674.54,164,70,45,16,10,6,5,3,2,3,2,,,,,,1,,1,,,,,,,
674.80,1,,,1,,,,,,,,,,,,,,,,,,,,,,
674.82,2165,41,594,179,194,184,192,171,135,128,89,63,48,35,28,22,23,15,9,3,5,3,1,,3,
674.84,753,432,31,50,54,45,45,24,9,15,11,7,8,4,6,5,,3,,1,,,1,1,1,
674.92,4,,,,,,2,,,,2,,,,,,,,,,,,,,,
674.94,3,1,,1,1,,,,,,,,,,,,,,,,,,,,,
675.01,1,,1,,,,,,,,,,,,,,,,,,,,,,,
675.02,2,,1,,,,,,,,1,,,,,,,,,,,,,,,
675.03,1,1,,,,,,,,,,,,,,,,,,,,,,,,
675.04,3,1,,1,,,,,1,,,,,,,,,,,,,,,,,
675.11,17,3,9,2,1,1,1,,,,,,,,,,,,,,,,,,,
675.12,1,,1,,,,,,,,,,,,,,,,,,,,,,,
675.13,19,16,,1,,1,,1,,,,,,,,,,,,,,,,,,
675.14,75,63,2,6,,2,,,,1,,,,,,,,,1,,,,,,,
675.21,19,2,4,3,4,,,1,1,1,,1,1,,,1,,,,,,,,,,
675.22,17,1,5,3,,2,2,1,,,,,2,,,,1,,,,,,,,,
675.23,12,4,1,3,1,1,1,1,,,,,,,,,,,,,,,,,,
675.24,152,87,27,11,13,3,5,4,,1,,,,1,,,,,,,,,,,,
675.81,1,,,,,1,,,,,,,,,,,,,,,,,,,,
676.01,2,,,,1,,,,,,,,,,,,1,,,,,,,,,
676.02,1,,,1,,,,,,,,,,,,,,,,,,,,,,
676.11,28,,2,6,7,6,2,1,2,,1,,1,,,,,,,,,,,,,
676.12,30,,2,1,3,13,5,1,2,1,1,,1,,,,,,,,,,,,,
676.14,1,,,1,,,,,,,,,,,,,,,,,,,,,,
676.21,39,,5,4,4,4,3,4,4,4,1,1,2,3,,,,,,,,,,,,
676.22,141,,4,25,10,20,16,19,11,8,5,11,4,3,2,1,,1,,,1,,,,,
676.24,41,4,3,11,9,2,2,2,1,4,1,,,,,2,,,,,,,,,,
676.31,213,6,11,25,37,30,26,25,14,11,6,8,2,4,1,2,2,1,1,,1,,,,,
676.32,32,2,3,6,2,4,5,1,5,2,2,,,,,,,,,,,,,,,
676.33,13,,,1,2,2,1,2,3,1,,1,,,,,,,,,,,,,,
676.34,8,,1,2,,3,,1,1,,,,,,,,,,,,,,,,,
676.41,8,,1,1,2,,,1,,,2,,,,1,,,,,,,,,,,
676.42,3,,,,,,1,,,1,,1,,,,,,,,,,,,,,
676.44,1,,,,,,,,,1,,,,,,,,,,,,,,,,
676.51,7,2,,2,1,,,1,,,,1,,,,,,,,,,,,,,
676.52,4,,1,,1,,1,1,,,,,,,,,,,,,,,,,,
676.54,2,,1,,,,,,1,,,,,,,,,,,,,,,,,
676.60,4,,,2,1,,,,,,,1,,,,,,,,,,,,,,
676.61,2,,,,1,,1,,,,,,,,,,,,,,,,,,,
676.62,1,,,,,,1,,,,,,,,,,,,,,,,,,,
676.64,1,,,,,,,,,,,,1,,,,,,,,,,,,,
676.81,112,6,6,15,12,10,9,14,10,13,5,4,4,2,,1,,,,1,,,,,,
676.82,381,2,19,30,53,46,56,43,36,24,23,19,11,7,2,3,4,,,,1,,1,,,1
676.83,1,,,,,,,1,,,,,,,,,,,,,,,,,,
676.84,8,1,1,2,1,,1,,2,,,,,,,,,,,,,,,,,
676.91,10,,1,,2,1,1,1,1,2,,,,,1,,,,,,,,,,,
676.92,13,1,1,2,1,2,1,1,1,1,,,,,1,,,,,,1,,,,,
677.,224,,43,41,39,31,20,14,8,6,4,3,7,2,4,1,,,,,,,1,,,
678.01,110,8,6,18,15,14,7,9,8,6,10,2,2,2,2,,,,1,,,,,,,
678.03,111,19,18,43,16,8,5,,1,1,,,,,,,,,,,,,,,,
678.11,3,2,,1,,,,,,,,,,,,,,,,,,,,,,
679.01,7,2,1,1,2,,,,,1,,,,,,,,,,,,,,,,
679.03,1,,,,1,,,,,,,,,,,,,,,,,,,,,
679.11,6,4,1,,,,,1,,,,,,,,,,,,,,,,,,
679.13,2,,,,,1,,,,,,1,,,,,,,,,,,,,,
679.14,1,1,,,,,,,,,,,,,,,,,,,,,,,,
680.0,79,6,4,4,13,4,8,5,7,10,4,2,2,2,1,1,1,,1,1,1,1,,,1,
680.1,61,9,5,7,2,11,2,3,3,6,4,1,1,1,2,,1,2,,,,,,,,1
680.2,204,11,3,20,23,18,13,14,15,10,7,11,5,10,9,4,6,6,7,5,2,2,1,,2,
680.3,93,4,2,6,7,11,8,7,10,3,4,4,5,2,2,2,3,2,2,2,2,1,1,1,2,
680.4,15,2,,,3,4,1,1,2,,,,,,,1,,,,,,,,1,,
680.5,107,8,10,11,6,8,5,5,6,9,5,6,1,4,4,2,3,1,3,1,1,5,2,1,,
680.6,126,7,9,13,10,16,11,10,8,9,1,2,1,7,1,3,4,2,2,4,3,2,1,,,
680.7,8,1,,1,,1,3,,,1,,,,1,,,,,,,,,,,,
680.8,62,7,2,7,3,8,4,3,7,5,1,3,,2,2,2,1,,,,1,3,,,,1
680.9,162,5,2,10,11,9,15,11,13,7,12,12,7,8,3,7,4,6,4,6,3,2,2,1,1,1
681.00,2909,1324,267,357,203,137,142,90,80,56,40,41,33,27,16,17,13,20,10,3,6,4,8,7,2,6
681.01,147,59,17,22,10,10,4,5,5,3,5,1,1,,2,1,1,,,,,1,,,,
681.02,365,72,19,40,40,29,26,20,20,17,15,12,8,9,7,6,3,6,4,2,4,2,1,2,,1
681.10,5236,671,164,366,395,477,446,402,399,334,297,223,185,142,124,109,98,80,64,69,44,39,33,30,23,22
681.11,409,26,7,18,25,30,20,30,31,27,20,11,24,13,19,17,16,11,12,7,9,7,7,8,11,3
681.9,61,11,4,3,2,4,9,1,3,6,1,3,,2,1,2,2,,2,1,1,1,2,,,
682.0,6088,3089,1411,501,280,208,154,100,114,63,48,38,24,16,14,9,5,3,2,,2,3,2,2,,
682.1,2239,882,428,234,152,100,101,73,52,54,44,28,27,14,17,9,6,2,4,3,2,3,1,2,1,
682.2,15800,3124,3019,1726,1314,1125,1068,915,790,653,552,419,283,244,131,106,81,61,48,34,26,25,22,11,11,12
682.3,11735,4142,1952,1255,857,693,654,505,439,351,291,179,124,82,51,43,30,21,17,12,11,7,7,3,4,5
682.4,5400,2675,955,481,304,196,149,140,142,116,88,52,30,22,9,9,8,3,5,6,3,4,1,1,1,
682.5,3806,1392,585,385,300,197,202,184,164,132,87,55,42,27,14,16,3,7,4,5,3,,,2,,
682.6,48015,18138,8012,4979,3855,3148,2525,1942,1446,1166,867,633,405,289,169,129,93,43,48,34,21,21,19,10,12,11
682.7,16565,3269,3495,1806,1468,1404,1204,1062,873,653,492,293,190,104,69,56,37,29,13,18,7,5,10,2,2,4
682.8,1258,212,220,149,123,98,99,95,66,41,56,29,15,18,15,7,4,5,1,,1,1,,1,1,1
682.9,1459,105,221,211,190,150,144,99,82,72,50,42,35,11,14,9,7,4,4,2,2,3,1,,,1
683.,481,251,35,44,35,21,15,14,18,8,6,6,6,4,6,3,2,2,1,,,1,1,1,1,
684.,584,90,56,65,63,40,36,30,41,24,25,15,11,15,17,13,9,12,2,6,4,2,,4,2,2
685.0,254,175,34,16,6,5,6,4,6,,1,,1,,,,,,,,,,,,,
685.1,341,46,57,42,41,41,26,14,17,11,9,5,4,3,3,3,2,5,1,2,2,2,3,2,,
686.00,44,3,1,1,2,,6,2,6,3,4,3,3,,1,,1,1,1,2,,,2,1,,1
686.01,408,66,57,39,34,40,29,37,23,26,14,8,6,4,9,2,3,3,6,,,,1,1,,
686.09,27,4,1,1,2,3,2,1,2,2,,2,,2,1,,,1,1,1,,1,,,,
686.1,380,13,11,18,19,18,33,23,32,18,23,19,17,13,16,16,13,9,17,8,9,8,7,5,9,6
686.8,466,41,27,32,45,28,29,29,25,20,29,21,19,21,13,8,17,13,11,3,7,8,6,6,3,5
686.9,1565,108,57,112,101,114,120,113,103,112,77,79,69,62,56,52,36,26,36,29,15,25,24,17,13,9
690.10,1161,5,28,47,80,83,78,89,68,80,60,60,64,55,39,38,45,36,37,44,21,27,24,20,18,15
690.11,64,,13,11,12,2,6,5,3,,4,1,1,1,,,,1,1,,2,,,,,1
690.12,55,3,8,16,10,3,3,,,2,,1,1,1,,1,1,1,,,1,,1,2,,
690.18,170,1,5,3,10,15,11,7,13,8,12,12,4,6,6,13,5,12,8,3,4,4,5,,2,1
690.8,24,3,2,1,2,3,1,,1,1,,,2,,2,4,1,,,,,,,1,,
691.0,3639,3,266,489,498,410,293,254,200,167,162,155,130,100,76,91,65,47,44,40,30,33,30,24,17,15
691.8,1741,41,125,220,236,215,138,129,104,71,77,57,44,44,35,29,27,34,17,22,22,19,11,7,8,9
692.0,26,,3,3,1,2,2,2,,1,2,1,2,3,1,1,,1,,,,,1,,,
692.1,3,1,,1,1,,,,,,,,,,,,,,,,,,,,,
692.2,3,,1,,,,,,,1,,,,,,,1,,,,,,,,,
692.3,223,19,7,17,14,19,20,16,15,8,11,13,7,12,10,6,2,4,3,2,4,3,2,4,3,2
692.4,239,9,10,16,19,15,11,14,21,13,19,13,18,8,9,12,6,4,5,6,2,3,2,,1,3
692.5,4,1,1,,,1,,,1,,,,,,,,,,,,,,,,,
692.6,125,19,9,17,17,14,8,11,11,2,3,2,1,3,2,2,,,1,2,,,1,,,
692.70,18,,,,,3,4,,1,2,3,2,,,2,,,1,,,,,,,,
692.71,211,4,3,17,25,22,16,20,23,13,14,17,7,8,3,4,7,2,,3,2,1,,,,
692.72,32,4,,2,3,,2,2,1,,4,3,2,1,,1,,3,2,1,,,1,,,
692.73,2,,,,,,,,1,,1,,,,,,,,,,,,,,,
692.74,14,,,,,1,1,,1,1,3,1,1,,,2,,,1,,,1,,,,1
692.75,13,1,,,,,2,1,2,,,,,1,2,,,1,,2,,,,,1,
692.76,35,10,1,1,1,1,1,6,2,,1,,4,,1,,3,1,,1,,,,,,1
692.77,5,2,,1,,1,1,,,,,,,,,,,,,,,,,,,
692.79,12,1,1,,2,,,1,1,2,,,1,,,1,,,1,,,,,,,1
692.81,6,2,1,,,2,,,,,,,,,,,1,,,,,,,,,
692.82,176,11,5,7,13,10,15,16,3,8,16,8,7,7,7,7,7,4,9,3,3,2,2,2,4,
692.83,11,,1,3,1,1,2,,,1,,,,,,,,,,,,,1,,1,
692.84,3,,,1,,,,,,1,,,,,,1,,,,,,,,,,
692.89,118,5,5,6,6,7,6,9,5,9,9,7,5,2,4,4,3,11,3,1,1,1,2,2,2,3
692.9,12798,173,590,1070,1198,1146,1032,931,853,690,675,579,574,494,458,377,358,280,245,220,210,201,117,130,111,86
693.0,5421,562,126,236,286,319,330,307,345,294,295,305,226,238,226,201,187,168,150,115,111,99,89,78,74,54
693.1,130,21,15,14,10,10,7,14,4,6,5,6,1,3,3,1,,1,2,3,1,,,2,,1
693.8,6,1,,,1,,1,,1,,1,,,,,1,,,,,,,,,,
693.9,6,1,,,,,,,1,,1,1,,,,,,,,1,1,,,,,
694.0,46,3,3,7,2,5,4,2,3,4,2,2,1,1,1,,,1,1,2,,,1,,1,
694.1,7,,,1,1,,1,,,,,1,,,,1,,,1,,,1,,,,
694.3,5,1,3,1,,,,,,,,,,,,,,,,,,,,,,
694.4,311,54,60,39,40,23,20,15,22,15,13,2,3,1,2,,,,1,,1,,,,,
694.5,704,79,88,39,88,83,63,56,46,51,41,17,19,14,5,2,6,1,4,,1,,1,,,
694.60,6,,,1,,1,1,,1,,,,2,,,,,,,,,,,,,
694.61,14,,,1,,,1,2,2,1,1,,,,,,3,1,1,,,,1,,,
694.8,29,4,,3,3,1,1,2,3,,,3,1,3,1,,1,,2,,,,,,1,
694.9,25,3,,1,3,3,1,1,,,1,2,1,1,2,1,,,1,2,1,,1,,,
695.0,58,3,35,3,2,8,2,2,2,,,,,,,,1,,,,,,,,,
695.10,154,55,7,15,6,6,11,6,10,3,2,5,4,4,5,2,1,3,1,4,,,2,1,,1
695.11,18,10,,3,2,,1,,,,1,1,,,,,,,,,,,,,,
695.12,15,10,3,,1,1,,,,,,,,,,,,,,,,,,,,
695.13,388,167,71,53,24,19,14,7,7,7,3,1,5,2,2,,1,2,,,,,1,1,,1
695.14,102,64,9,13,3,4,2,2,1,1,1,,,,2,,,,,,,,,,,
695.15,68,18,13,22,6,2,2,2,,,1,1,,,,1,,,,,,,,,,
695.19,25,12,1,2,2,,,1,2,1,,,1,,1,,1,1,,,,,,,,
695.2,219,27,25,24,32,20,14,20,8,8,6,2,7,4,4,2,3,4,1,1,1,2,,1,1,2
695.3,2355,1,24,58,120,140,174,178,161,148,150,162,132,138,117,90,85,90,72,62,54,48,43,43,39,26
695.4,556,14,24,38,53,53,52,55,42,39,27,14,24,21,12,23,15,12,10,7,1,6,4,2,3,5
695.50,118,,19,19,17,10,5,6,13,3,1,4,4,2,2,2,2,3,,1,,2,,1,1,1
695.51,18,,5,4,4,1,1,,,1,1,,,,,,,1,,,,,,,,
695.52,11,,2,1,1,1,,1,2,,,1,,1,,,,,,,1,,,,,
695.53,14,,5,1,,1,2,1,,,2,,,,1,1,,,,,,,,,,
695.54,6,,1,2,2,,,,,,,1,,,,,,,,,,,,,,
695.55,7,,3,3,,,,1,,,,,,,,,,,,,,,,,,
695.56,3,,1,1,,1,,,,,,,,,,,,,,,,,,,,
695.57,5,,1,,1,,,1,,1,,,,,1,,,,,,,,,,,
695.58,6,,2,1,,1,1,,1,,,,,,,,,,,,,,,,,
695.59,19,,9,3,1,,1,3,,,1,,,,,,,,,,,,,1,,
695.81,112,79,3,6,5,3,3,,,,,1,3,2,1,,1,1,,,,2,1,,,1
695.89,1263,52,23,44,52,78,58,65,52,63,82,78,68,57,59,61,61,50,46,42,34,31,40,25,18,24
695.9,1186,35,48,68,67,74,57,88,66,85,69,77,52,55,50,38,41,33,30,37,19,30,19,14,19,15
696.0,2368,60,269,197,230,236,177,174,142,141,105,70,109,83,85,42,49,47,30,24,21,23,17,14,11,12
696.1,11239,82,170,522,757,874,928,882,826,828,729,639,621,544,541,395,387,319,273,214,165,159,128,83,104,69
696.2,35,6,1,1,2,2,4,2,5,,2,2,1,1,2,,1,,2,,,,,1,,
696.3,53,2,3,4,1,5,5,3,4,3,3,2,1,1,2,1,3,2,2,2,1,1,1,1,,
696.4,14,,,1,,1,,,,2,3,,1,2,2,,,,,1,1,,,,,
696.5,29,,1,4,5,3,3,3,2,1,2,2,1,,,1,,,,1,,,,,,
696.8,8,,,1,2,1,2,,1,1,,,,,,,,,,,,,,,,
697.0,224,2,5,7,20,17,13,13,13,18,17,11,13,11,6,10,8,7,7,3,3,8,5,1,4,2
697.1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
697.8,2,,1,,,,,1,,,,,,,,,,,,,,,,,,
697.9,14,,,1,1,2,2,3,,1,,,,,2,,,,,,,,2,,,
698.0,53,,,4,7,6,2,4,4,7,4,1,1,3,2,1,,1,1,,,2,1,,1,1
698.1,216,,2,10,10,9,16,11,19,17,17,8,8,10,14,7,10,17,8,3,2,2,5,4,1,6
698.2,32,1,1,1,4,2,4,1,,2,3,2,3,,,2,2,,,,1,,1,,2,
698.3,484,9,6,10,22,18,26,25,32,28,29,36,34,21,27,19,19,24,17,21,12,5,21,11,5,7
698.4,40,,,2,2,1,3,2,3,4,4,3,2,1,1,4,,2,,1,1,1,2,,,1
698.8,1146,13,47,73,80,103,109,105,86,88,66,58,41,55,40,29,26,33,23,15,14,10,12,6,5,9
698.9,6251,30,136,318,441,451,477,487,467,409,390,330,359,263,266,208,183,201,188,132,134,115,81,73,61,51
700.,1083,5,17,31,35,57,57,83,76,78,68,69,57,51,60,53,39,46,34,32,30,46,14,22,9,14
701.0,418,4,14,12,30,27,33,29,26,35,24,17,21,15,13,20,21,17,14,9,9,4,6,7,2,9
701.1,928,,16,40,56,53,49,65,53,51,47,48,53,67,37,42,44,36,34,38,30,21,14,12,14,8
701.2,557,,18,52,77,74,71,48,46,36,23,19,15,9,15,9,7,8,4,5,3,7,4,3,1,3
701.3,53,1,4,4,6,7,2,4,3,5,4,3,1,2,2,,,1,,1,1,1,,1,,
701.4,851,24,92,124,117,117,81,59,58,37,26,18,11,13,10,9,10,12,10,8,1,1,6,2,1,4
701.5,224,9,8,11,15,11,14,24,17,6,17,13,7,9,10,10,10,7,8,10,3,2,,2,1,
701.8,311,102,31,33,22,12,13,13,12,3,8,6,4,6,6,4,3,6,3,1,4,5,6,2,6,
701.9,1315,25,309,265,189,121,80,57,44,35,35,21,14,24,18,7,13,14,8,6,5,6,7,6,2,4
702.0,1640,2,14,35,44,75,86,95,100,99,112,110,97,102,94,84,68,60,63,60,62,49,36,35,35,23
702.11,27,,1,,2,,2,1,2,3,2,,1,4,2,2,,1,2,,1,,,,,1
702.19,1759,1,7,26,58,70,78,96,98,108,124,109,112,108,100,105,80,81,67,65,52,60,54,38,46,16
702.8,178,5,28,20,16,6,9,9,11,7,6,7,10,6,4,7,6,5,3,3,3,2,,3,2,
703.0,1124,7,15,27,54,59,61,58,61,54,73,58,59,53,61,54,46,46,40,51,36,22,46,32,26,25
703.8,839,2,2,6,13,25,28,32,42,50,46,42,56,47,66,45,37,57,53,38,31,32,26,15,25,23
703.9,54,,,1,2,,4,6,1,2,3,2,4,6,3,1,3,2,4,3,2,2,,2,1,
704.00,1269,,20,57,96,109,104,81,98,84,89,73,73,55,39,46,42,35,31,30,30,23,13,9,20,12
704.01,127,,4,8,10,19,13,12,9,5,3,5,7,1,3,7,4,3,5,1,2,1,1,2,1,1
704.02,12,,,2,2,,,,,1,1,,1,1,2,,1,,,,1,,,,,
704.09,183,15,3,11,17,19,11,17,7,9,9,9,12,11,8,5,4,2,4,1,1,2,1,2,3,
704.1,441,,5,25,34,35,48,38,35,31,27,27,22,18,17,8,16,11,9,8,9,3,3,4,6,2
704.2,17,,,2,,1,1,,2,1,,1,,1,1,1,1,,,1,,,2,1,,1
704.3,2,,,1,,1,,,,,,,,,,,,,,,,,,,,
704.41,11,,,1,,1,1,,1,1,,1,3,,,,,,,,,,1,1,,
704.42,3,,,,,,1,,,,1,,,,,,,,,,,1,,,,
704.8,1380,26,34,85,87,99,124,119,99,97,71,87,72,66,47,31,40,36,27,30,25,19,14,13,18,14
704.9,4,,,,,,1,,,,,,,,,1,,1,,,1,,,,,
705.0,11,,,,,2,1,,,,2,1,,2,,1,,,2,,,,,,,
705.1,519,1,27,25,30,36,80,89,76,31,17,19,6,9,7,4,6,9,11,7,7,7,6,4,3,2
705.21,138,23,6,3,7,16,16,13,5,10,8,5,5,3,4,2,2,1,,3,2,1,2,,,1
705.22,5,,,2,,,,,1,,1,,,,,,1,,,,,,,,,
705.81,147,1,4,6,13,9,6,11,18,9,8,10,8,7,7,6,4,4,4,,2,2,3,1,1,3
705.82,1,,,1,,,,,,,,,,,,,,,,,,,,,,
705.83,947,189,35,77,83,61,65,65,61,49,56,33,28,19,24,17,16,15,11,7,8,6,6,8,4,4
705.89,13,,1,2,2,,,1,1,1,,1,1,,1,,1,,1,,,,,,,
705.9,1,,,1,,,,,,,,,,,,,,,,,,,,,,
706.0,4,,,,2,,,,,,,1,,1,,,,,,,,,,,,
706.1,3426,3,137,477,563,520,458,328,220,185,151,90,64,51,41,38,21,20,17,14,5,5,6,5,2,5
706.2,1306,68,134,165,114,92,77,79,79,60,61,48,58,52,32,26,24,27,28,10,12,18,15,11,6,10
706.3,126,,4,11,15,7,9,3,10,4,4,2,7,7,7,4,5,3,5,5,6,2,2,4,,
706.8,274,2,6,21,18,14,24,13,12,12,16,18,10,11,14,10,11,13,9,5,4,7,7,4,7,6
706.9,17,,2,2,4,1,2,3,1,1,,,,,,,1,,,,,,,,,
707.00,1365,3,20,45,60,61,71,59,80,62,83,77,82,77,67,71,68,56,60,54,39,39,40,37,27,27
707.01,449,1,3,10,14,28,22,25,27,27,21,22,25,27,23,20,21,19,16,16,23,11,17,7,15,9
707.02,904,18,44,151,143,88,73,66,45,29,28,22,19,17,17,18,12,20,18,14,16,8,9,13,8,8
707.03,34691,1232,1857,7184,4440,2995,2560,2242,1658,1208,946,949,841,835,808,740,676,624,495,489,470,382,311,275,261,213
707.04,3651,233,118,467,435,348,290,247,182,129,136,121,122,84,90,83,87,78,74,73,58,54,36,46,31,29
707.05,13129,594,768,2373,1686,1172,939,854,644,439,374,349,341,310,288,274,251,234,250,201,182,159,131,117,111,88
